result_code,PRMS Result Code,Year,PRMS Short Title,Type,Result Status,Top 10 Innovations,In PRMS (for Top 10),Innovation Short Name,Cluster,Program,2025 ballpark USD investments - CG Bilaterals,2025 ballpark USD investments - Lead CG Science Program,2025 ballpark USD investments - Partner co-investment,2026 estimated pooled USD need for lead Science Program,2027 estimated pooled USD need for lead Science Program,input_text
13546,9847.0,2024.0,"Nature-Positive Aggregated Permaculture Farms: Enhancing Ecosystem Services, Livelihoods, and Sustainable",Innovation development,Quality Assessed,True,Yes,"Nature-Positive Aggregated Permaculture Farms: Enhancing Ecosystem Services, Livelihoods, and Sustainable Farming Practices for Smallholder Farmers in Nyando and Vihiga, Kenya",Agroecological Innovations for Tribal Farmers,Multifunctional Landscapes ,200000,200000,FAo Treaty,500000,750000,"Nature-Positive Aggregated Permaculture Farms: Enhancing Ecosystem Services, Livelihoods, and Sustainable"
13547,9865.0,2024.0,"Simulation modelling of leaf blast, neck blast, and bacterial blight",Innovation development,Quality Assessed,,,,,,,,,,,"Simulation modelling of leaf blast, neck blast, and bacterial blight"
13548,9898.0,2024.0,Improving household nutritional status and income through Orange fleshed sweetpotato,Innovation development,Quality Assessed,,,,,,,,,,,Improving household nutritional status and income through Orange fleshed sweetpotato
13549,9908.0,2024.0,"Improvded soybean agronomic advisory, market and weather services in Northern",Innovation development,Quality Assessed,,,,,,,,,,,"Improvded soybean agronomic advisory, market and weather services in Northern"
13551,9913.0,2024.0,"Community-designed One Health Units as a model for integrated human,",Innovation development,Quality Assessed,,,,,,,,,,,"Community-designed One Health Units as a model for integrated human,"
13552,9946.0,2024.0,Innovative Urochloa humidicola planting systems using stolons: A successful case,Innovation development,Quality Assessed,,,,,,,,,,,Innovative Urochloa humidicola planting systems using stolons: A successful case
13553,10024.0,2024.0,Intensifying Homestead Gardens to Boost Food Security and Empower Women,Innovation development,Quality Assessed,,,,,,,,,,,Intensifying Homestead Gardens to Boost Food Security and Empower Women
13554,10026.0,2024.0,Sustainable Intensification of Livestock Production within Mixed Farming Systems,Innovation development,Quality Assessed,,,,,,,,,,,Sustainable Intensification of Livestock Production within Mixed Farming Systems
13555,10035.0,2024.0,Integrated Striga Management for Maize,Innovation development,Quality Assessed,,,,,,,,,,,Integrated Striga Management for Maize
13556,10041.0,2024.0,Cassava peel as a nutritious animal feed for livestock feed,Innovation development,Quality Assessed,,,,,,,,,,,Cassava peel as a nutritious animal feed for livestock feed
13557,10071.0,2024.0,Rapid Analysis of Country-Level Greenhouse Gas (GHG) Emission and Mitigation,Innovation development,Quality Assessed,,,,,,,,,,,Rapid Analysis of Country-Level Greenhouse Gas (GHG) Emission and Mitigation
13558,10078.0,2024.0,"A farmers-focused monitoring, reporting, and verification framework (MRV) for tracking",Innovation development,Quality Assessed,,,,,,,,,,,"A farmers-focused monitoring, reporting, and verification framework (MRV) for tracking"
13559,10108.0,2024.0,Integrated Agriculture-Aquaculture (IAA) systems that produce aquatic and terrestrial foods,Innovation development,Quality Assessed,,,,,,,,,,,Integrated Agriculture-Aquaculture (IAA) systems that produce aquatic and terrestrial foods
13561,10258.0,2024.0,"Bioinputs to improve yields of CCN51 cocoa variety in Ucayali, Peru",Innovation development,Quality Assessed,,,,,,,,,,,"Bioinputs to improve yields of CCN51 cocoa variety in Ucayali, Peru"
13562,10263.0,2024.0,Production of saline tolerant potato variety under zero tillage using,Innovation development,Quality Assessed,,,,,,,,,,,Production of saline tolerant potato variety under zero tillage using
13563,10304.0,2024.0,Contextualized better management practices (BMPs) for Genetically Improved Farmed Tilapia,Innovation development,Quality Assessed,,,,,,,,,,,Contextualized better management practices (BMPs) for Genetically Improved Farmed Tilapia
13564,10308.0,2024.0,Collaborative learning platform EncontrAR:  Agricultura Resiliente al Clima en,Innovation development,Quality Assessed,,,,,,,,,,,Collaborative learning platform EncontrAR:  Agricultura Resiliente al Clima en
13565,10312.0,2024.0,Contextualized better management practices (BMPs) to support tilapia grow out,Innovation use,Quality Assessed,,,,,,,,,,,Contextualized better management practices (BMPs) to support tilapia grow out
13566,10363.0,2024.0,Digital crop maps and forecasting maps of salinity vulnerable areas,Innovation development,Quality Assessed,,,,,,,,,,,Digital crop maps and forecasting maps of salinity vulnerable areas
13567,10454.0,2024.0,Low-cost solutions to improve tomato transport and storage,Innovation development,Quality Assessed,,,,,,,,,,,Low-cost solutions to improve tomato transport and storage
13568,10460.0,2024.0,Enhancing PCR-based methods for bacteria detection on rice seeds. Validation,Innovation development,Quality Assessed,,,,,,,,,,,Enhancing PCR-based methods for bacteria detection on rice seeds. Validation
13569,10465.0,2024.0,"""Eyes on the Ground Challenge"": A competitive online crowdsourcing program",Innovation development,Quality Assessed,,,,,,,,,,,"""Eyes on the Ground Challenge"": A competitive online crowdsourcing program"
13571,10472.0,2024.0,Measuring aquatic food consumption in the first 1000 days of,Innovation development,Quality Assessed,,,,,,,,,,,Measuring aquatic food consumption in the first 1000 days of
13573,10483.0,2024.0, Development of a Loop-Mediated Isothermal Amplification (LAMP) method,Innovation development,Quality Assessed,,,,,,,,,,, Development of a Loop-Mediated Isothermal Amplification (LAMP) method
13576,10494.0,2024.0,Research tools on the impact of gender norms on women's,Innovation development,Quality Assessed,,,,,,,,,,,Research tools on the impact of gender norms on women's
13578,10539.0,2024.0,"Monitoring, evaluation and learning framework for the implementation of the",Innovation development,Quality Assessed,,,,,,,,,,,"Monitoring, evaluation and learning framework for the implementation of the"
13579,10568.0,2024.0,Protocols for the Development of Food Products from Biofortified Rice,Innovation development,Quality Assessed,,,,,,,,,,,Protocols for the Development of Food Products from Biofortified Rice
13580,10955.0,2024.0,The miniSASS mobile app for river health assessment,Innovation development,Quality Assessed,,,,,,,,,,,The miniSASS mobile app for river health assessment
13581,11133.0,2024.0,Capturing the gender-intentional regional target product profiles (TPP) for rice,Innovation development,Quality Assessed,,,,,,,,,,,Capturing the gender-intentional regional target product profiles (TPP) for rice
13634,12030.0,2024.0,The CGIAR initivative AgriLAC develops prototypes of more nutritious food,Innovation development,Quality Assessed,,,,,,,,,,,The CGIAR initivative AgriLAC develops prototypes of more nutritious food
13647,12043.0,2024.0,Intelligent Agricultural Systems Advisory Tool-A Digital Platform for Scalable Contextual,Innovation development,Quality Assessed,,,,,,,,,,,Intelligent Agricultural Systems Advisory Tool-A Digital Platform for Scalable Contextual
13691,6224.0,2024.0,Innovation teams participating in the AgriFoodTech and ClimateTech Innovation Challenge,Innovation use,Quality Assessed,,,,,,,,,,,Innovation teams participating in the AgriFoodTech and ClimateTech Innovation Challenge
13788,12179.0,2024.0,Mobile application for digital extension and advisory services (IDEAS) to,Innovation development,Quality Assessed,,,,,,,,,,,Mobile application for digital extension and advisory services (IDEAS) to
13789,12180.0,2024.0,"Multiplication and dissemination business model, for tropically-adapted and farmer-preferred improved",Innovation development,Quality Assessed,,,,,,,,,,,"Multiplication and dissemination business model, for tropically-adapted and farmer-preferred improved"
13790,12181.0,2024.0,Mobile application to optimize feed formulations based on locally available,Innovation development,Quality Assessed,,,,,,,,,,,Mobile application to optimize feed formulations based on locally available
13791,12182.0,2024.0,Mobile application for chicken breeding data management to ease data,Innovation development,Quality Assessed,,,,,,,,,,,Mobile application for chicken breeding data management to ease data
13795,12186.0,2024.0,Integrated nutrition education package to smallholder chicken keepers for increased,Innovation development,Quality Assessed,,,,,,,,,,,Integrated nutrition education package to smallholder chicken keepers for increased
13797,12188.0,2024.0,Animal identification and traceability system for livestock keepers and other,Innovation development,Quality Assessed,,,,,,,,,,,Animal identification and traceability system for livestock keepers and other
13798,12189.0,2024.0,Optimized indigenous forages of Ethiopia for smallholder farmer small ruminant,Innovation development,Quality Assessed,,,,,,,,,,,Optimized indigenous forages of Ethiopia for smallholder farmer small ruminant
13799,12190.0,2024.0,Innovation Package and Scaling Readiness assessment for guidance for researchers,Innovation Package,Quality Assessed,True,Yes,Innovation Package and Scaling Readiness assessment for guidance for researchers and development agencies working with women farmers to co-design and implemen socio-technical innovation bundles (stibs) for strengthening resilience of women farmers in Kenya,Empowering Women in Agrifood Systems,Gender,,,,,,Innovation Package and Scaling Readiness assessment for guidance for researchers
13802,7709.0,2024.0,Innovation Package and Scaling Readiness assessment for women’s empowerment in,Innovation Package,Quality Assessed,True,Yes,Innovation Package and Scaling Readiness assessment for women’s empowerment in agrifood governance (weagov) assessment framework on national agrifood policymaking in Nigeria,Empowering Women in Agrifood Systems,Gender,0,200000,15000,300000,350000,Innovation Package and Scaling Readiness assessment for women’s empowerment in
13890,12278.0,2024.0,Innovation Package and Scaling Readiness assessment for restoring rangelands: the,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for restoring rangelands: the
13900,12287.0,2024.0,Augmentation workflows for scaling of major genes in mainstream breeding,Innovation development,Quality Assessed,,,,,,,,,,,Augmentation workflows for scaling of major genes in mainstream breeding
13912,12299.0,2024.0,"Integration of multipurpose forages with improved agronomic practices, cereal-legume intercropping,",Innovation development,Quality Assessed,,,,,,,,,,,"Integration of multipurpose forages with improved agronomic practices, cereal-legume intercropping,"
13929,12316.0,2024.0,Building agronomy and soil data hub for tailoring agronomic solutions,Innovation development,Quality Assessed,,,,,,,,,,,Building agronomy and soil data hub for tailoring agronomic solutions
13954,12341.0,2024.0,"6,000 farmers in Odisha, India, use the ISAT Climate Information",Innovation use,Quality Assessed,,,,,,,,,,,"6,000 farmers in Odisha, India, use the ISAT Climate Information"
13992,12377.0,2024.0,"Innovation Package and Scaling Readiness assessment for measuring, reporting and",Innovation Package,Quality Assessed,,,,,,,,,,,"Innovation Package and Scaling Readiness assessment for measuring, reporting and"
13998,12383.0,2024.0,Robust management practice ('ram effect') for enhanced reproductive performance of,Innovation development,Quality Assessed,,,,,,,,,,,Robust management practice ('ram effect') for enhanced reproductive performance of
14042,12427.0,2024.0,Protocol and tools to assess causes of reproduction failures in,Innovation development,Quality Assessed,,,,,,,,,,,Protocol and tools to assess causes of reproduction failures in
14066,12451.0,2024.0,Farmers make better use of local crop and tree diversity,Innovation use,Quality Assessed,True,Yes,"Farmers make better use of local crop and tree diversity for food and nutrition security, income generation, and climate change adaptation",Sustainable Agriculture for Smallholders,Multifunctional Landscapes ,300000,150000,NARS partner staff time,150000,150000,Farmers make better use of local crop and tree diversity
14067,12452.0,2024.0,Uptake of NATURE+ research methods and results for sustainable rural,Innovation use,Quality Assessed,,,,,,,,,,,Uptake of NATURE+ research methods and results for sustainable rural
14085,12470.0,2024.0,"File Manager: Open-Source, Secure Data Management & Sharing",Innovation development,Quality Assessed,,,,,,,,,,,"File Manager: Open-Source, Secure Data Management & Sharing"
14129,12514.0,2024.0,Nature Positive Solutions raises awareness about the importance of Neglected,Innovation use,Quality Assessed,,,,,,,,,,,Nature Positive Solutions raises awareness about the importance of Neglected
14130,12515.0,2024.0,The women's group of Watinoma adds five new crops to,Innovation use,Quality Assessed,,,,,,,,,,,The women's group of Watinoma adds five new crops to
14131,12516.0,2024.0,Farmers in Burkina Faso learn new production methods for yield,Innovation use,Quality Assessed,,,,,,,,,,,Farmers in Burkina Faso learn new production methods for yield
14134,12519.0,2024.0,"Innovation Package and Scaling Readiness assessment for multidimensional, survey-based index",Innovation Package,Quality Assessed,True,Yes,"Innovation Package and Scaling Readiness assessment for multidimensional, survey-based index to measure how restrictive gender and social norms are for women engaged in different roles within particular agri-food systems in Tanzania, United Republic",Empowering Women in Agrifood Systems,Gender,,,,,,"Innovation Package and Scaling Readiness assessment for multidimensional, survey-based index"
14136,12521.0,2024.0,AgWise: A Modular Framework Delivering Tailored Agronomic Recommendations for Farmers,Innovation development,Quality Assessed,,,,,,,,,,,AgWise: A Modular Framework Delivering Tailored Agronomic Recommendations for Farmers
14159,12544.0,2024.0,Sustainable Healthy Diets country coordination unit in Bangladesh supported national,Innovation use,Quality Assessed,True,Yes,"Country Coordination Units in... Bangladesh [12544], Ethiopia [8761], and Vietnam [248]",Sustainable Food Systems Innovation,Better Diets and Nutrition,,297000,,,,Sustainable Healthy Diets country coordination unit in Bangladesh supported national
14194,12579.0,2024.0,Participatory videomaking: a tool to improve understanding of adolescents' perceptions,Innovation development,Quality Assessed,,,,,,,,,,,Participatory videomaking: a tool to improve understanding of adolescents' perceptions
14195,12580.0,2024.0,"Timely, accurate, and cost-effective means for high-frequency monitoring of both",Innovation development,Quality Assessed,,,,,,,,,,,"Timely, accurate, and cost-effective means for high-frequency monitoring of both"
14196,12581.0,2024.0,Guidance for conducting better evaluations of food system interventions to,Innovation development,Quality Assessed,,,,,,,,,,,Guidance for conducting better evaluations of food system interventions to
14198,12583.0,2024.0,Retail Diversity Index: a tool to characterize the diversity of,Innovation development,Quality Assessed,,,,,,,,,,,Retail Diversity Index: a tool to characterize the diversity of
14199,12584.0,2024.0,Holistic conceptual framework: a resource for decisionmakers to use in,Innovation development,Quality Assessed,,,,,,,,,,,Holistic conceptual framework: a resource for decisionmakers to use in
14200,12585.0,2024.0,Methodology for building participatory national food system monitoring dashboards tested,Innovation development,Quality Assessed,,,,,,,,,,,Methodology for building participatory national food system monitoring dashboards tested
14203,12588.0,2024.0,Innovation Package and Scaling Readiness assessment for participatory rangeland management:,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for participatory rangeland management:
14209,12594.0,2024.0,Several CGIAR and NARES Breeding Teams adopted one central breeding,Innovation use,Quality Assessed,,,,,,,,,,,Several CGIAR and NARES Breeding Teams adopted one central breeding
14210,12595.0,2024.0,Two National Programs (NARES) that are partners to IRRI onboarded,Innovation use,Quality Assessed,,,,,,,,,,,Two National Programs (NARES) that are partners to IRRI onboarded
14219,12604.0,2024.0,Using automatic speech recognition to transcribe voice messages from African,Innovation use,Quality Assessed,,,,,,,,,,,Using automatic speech recognition to transcribe voice messages from African
14222,12607.0,2024.0,AI-driven system for common bean disease detection,Innovation development,Quality Assessed,,,,,,,,,,,AI-driven system for common bean disease detection
14237,12622.0,2024.0,Development of a Machine Learning Model for Predicting Rice Blast,Innovation development,Quality Assessed,,,,,,,,,,,Development of a Machine Learning Model for Predicting Rice Blast
14239,12624.0,2024.0,The World’s First Seawater Irrigation Rice Salinity Screening Facility,Innovation development,Quality Assessed,,,,,,,,,,,The World’s First Seawater Irrigation Rice Salinity Screening Facility
14240,12625.0,2024.0,Strategic and Innovative Research Roadmap to Develop Climate Resilient Rice,Innovation development,Quality Assessed,,,,,,,,,,,Strategic and Innovative Research Roadmap to Develop Climate Resilient Rice
14296,12681.0,2024.0,Aggregated farms In Kenya lead farmers to engage in new,Innovation use,Quality Assessed,True,Yes,Aggregated farms In Kenya lead farmers to engage in new opportunities for value chains and business development,Outliers/Independent,Multifunctional Landscapes ,200000,150000,NARS partner staff time,150000,250000,Aggregated farms In Kenya lead farmers to engage in new
14328,12713.0,2024.0,Weigh band for cattle to support smallholder cattle keepers in,Innovation development,Quality Assessed,,,,,,,,,,,Weigh band for cattle to support smallholder cattle keepers in
14331,12716.0,2024.0,improved nappier fodder for Mixed Farming Systems of Mid-hills Nepal,Innovation development,Quality Assessed,,,,,,,,,,,improved nappier fodder for Mixed Farming Systems of Mid-hills Nepal
14332,12717.0,2024.0,Training package for animal health service providers for improved herd,Innovation development,Quality Assessed,,,,,,,,,,,Training package for animal health service providers for improved herd
14347,12732.0,2024.0,Improved fodder (Napier) for mid-hill smallholder mixed farming systems to,Innovation development,Quality Assessed,,,,,,,,,,,Improved fodder (Napier) for mid-hill smallholder mixed farming systems to
14385,12770.0,2024.0,South Asia Drought Monitoring System (SADMS) remote-data driven monitoring platform,Innovation use,Quality Assessed,,,,,,,,,,,South Asia Drought Monitoring System (SADMS) remote-data driven monitoring platform
14413,12798.0,2024.0,Pyramid of 3 blast genes conferring extremely broad-spectrum resistance has,Innovation development,Quality Assessed,,,,,,,,,,,Pyramid of 3 blast genes conferring extremely broad-spectrum resistance has
14442,12827.0,2024.0,62 high-value genes were deployed to an elite indica background,Innovation development,Quality Assessed,,,,,,,,,,,62 high-value genes were deployed to an elite indica background
14447,12832.0,2024.0,Expediting trait discovery and validation through construction of ready-made discovery,Innovation development,Quality Assessed,,,,,,,,,,,Expediting trait discovery and validation through construction of ready-made discovery
14591,7545.0,2024.0,Innovation Package and Scaling Readiness assessment for mechanization starter pack,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for mechanization starter pack
14626,13008.0,2024.0,Seeds of Change: Transforming School Meals with Biofortified Crops in,Innovation use,Quality Assessed,,,,,,,,,,,Seeds of Change: Transforming School Meals with Biofortified Crops in
14653,13035.0,2024.0,Livestock farmer group model for better innovation uptake in Mai,Innovation use,Quality Assessed,,,,,,,,,,,Livestock farmer group model for better innovation uptake in Mai
14666,13048.0,2024.0,"Sampling Frames Tool: Empowering Researchers in Data Collection, Validation Trials,",Innovation development,Quality Assessed,,,,,,,,,,,"Sampling Frames Tool: Empowering Researchers in Data Collection, Validation Trials,"
14678,5444.0,2024.0,Innovation Package and Scaling Readiness Assessment for Small-Scale Feed Pellet,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness Assessment for Small-Scale Feed Pellet
14792,13162.0,2024.0,Breeding budgets allocated by breeding leads across Centers according to,Innovation use,Quality Assessed,,,,,,,,,,,Breeding budgets allocated by breeding leads across Centers according to
14796,8458.0,2024.0,The Agroecology Initiative started implementing three agroecological business incubation and,Innovation development,Quality Assessed,True,Yes,"The Agroecology Initiative started implementing three agroecological business incubation and acceleration programs, one self-supported and two in collaboration with partners.",Innovative Agroecological System Transformation,Multifunctional Landscapes ,0,300000,0,350000,350000,The Agroecology Initiative started implementing three agroecological business incubation and
14826,13195.0,2024.0,Facilitation of scaling-out of business models with companies and machinery,Innovation use,Quality Assessed,,,,,,,,,,,Facilitation of scaling-out of business models with companies and machinery
14832,13200.0,2024.0,Hectares of land registered for farmer adoption and use of,Innovation use,Quality Assessed,,,,,,,,,,,Hectares of land registered for farmer adoption and use of
14837,13205.0,2024.0,Digital innovation portfolio management tool to support CGIAR portfolio managers,Innovation development,Quality Assessed,,,,,,,,,,,Digital innovation portfolio management tool to support CGIAR portfolio managers
14844,13212.0,2024.0,Partnerships have been developed with private sector and implemented in,Innovation use,Quality Assessed,,,,,,,,,,,Partnerships have been developed with private sector and implemented in
14884,13252.0,2024.0,Editing of cassava sweet genes for resistance to cassava bacterial,Innovation development,Quality Assessed,,,,,,,,,,,Editing of cassava sweet genes for resistance to cassava bacterial
14888,13256.0,2024.0,High-fidelity genome editing tool for banana using Cas-CLOVER,Innovation development,Quality Assessed,,,,,,,,,,,High-fidelity genome editing tool for banana using Cas-CLOVER
14902,13270.0,2024.0,Diversity for Restoration (D4R) tool for Northern Vietnam: online catalogue,Innovation development,Quality Assessed,,,,,,,,,,,Diversity for Restoration (D4R) tool for Northern Vietnam: online catalogue
14916,13284.0,2024.0,My Farm Trees: Digital platform with blockchain to incentivize farmer-,Innovation development,Quality Assessed,,,,,,,,,,,My Farm Trees: Digital platform with blockchain to incentivize farmer-
14988,13356.0,2024.0,Diversity for Restoration (D4R) India - A digital solution to,Innovation development,Quality Assessed,,,,,,,,,,,Diversity for Restoration (D4R) India - A digital solution to
1510,1492.0,2022.0,CIAT Urochloa hybrid seed sales and adoption among cattle producers,Innovation use,Quality Assessed,,,,,,,,,,,CIAT Urochloa hybrid seed sales and adoption among cattle producers
15111,13479.0,2024.0,Establishment of Community Living Lab for scaling of mixed farming,Innovation development,Quality Assessed,,,,,,,,,,,Establishment of Community Living Lab for scaling of mixed farming
15116,13484.0,2024.0,Improving Internal Nitrogen Accumulation and Utilization through Manipulating Catabolic Pathways,Innovation development,Quality Assessed,,,,,,,,,,,Improving Internal Nitrogen Accumulation and Utilization through Manipulating Catabolic Pathways
15125,13493.0,2024.0,Gender transformative Online training course on inclusive agronomic solutions to,Innovation development,Quality Assessed,,,,,,,,,,,Gender transformative Online training course on inclusive agronomic solutions to
15127,13495.0,2024.0,Development and validation of quality assurance and quality control molecular,Innovation development,Quality Assessed,,,,,,,,,,,Development and validation of quality assurance and quality control molecular
15129,13497.0,2024.0,Online training course on AKILIMO: Trainer's Course on Cassava Agronomy,Innovation development,Quality Assessed,,,,,,,,,,,Online training course on AKILIMO: Trainer's Course on Cassava Agronomy
15133,13501.0,2024.0,Online training course on Human Centered Design: Where People Power,Innovation development,Quality Assessed,,,,,,,,,,,Online training course on Human Centered Design: Where People Power
15138,13506.0,2024.0,Online training course for researchers and extension agents  on,Innovation development,Quality Assessed,,,,,,,,,,,Online training course for researchers and extension agents  on
15142,13510.0,2024.0,Online training course on decision-making in a changing climate for,Innovation development,Quality Assessed,,,,,,,,,,,Online training course on decision-making in a changing climate for
15144,13512.0,2024.0,Online training course for researchers on Introduction to Randomized Control,Innovation development,Quality Assessed,,,,,,,,,,,Online training course for researchers on Introduction to Randomized Control
15146,3213.0,2024.0,Scaling Readiness mainstreamed by CGIAR to operationalize its 2030 Research,Innovation use,Quality Assessed,,,,,,,,,,,Scaling Readiness mainstreamed by CGIAR to operationalize its 2030 Research
15148,13515.0,2024.0, EiA Add on Surveys online course to collaborate &,Innovation development,Quality Assessed,,,,,,,,,,, EiA Add on Surveys online course to collaborate &
15150,13517.0,2024.0,Innovation Package and Scaling Readiness assessment for innovation portfolio management,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for innovation portfolio management
15222,13589.0,2024.0,Development of a protocol for the isolation of protoplasts from,Innovation development,Quality Assessed,,,,,,,,,,,Development of a protocol for the isolation of protoplasts from
15248,13613.0,2024.0,Advance market commitments for climate-resilient traits in food crops for,Innovation development,Quality Assessed,,,,,,,,,,,Advance market commitments for climate-resilient traits in food crops for
15295,13660.0,2024.0,Rice Sustainability Hub: A knowledge hub for rice carbon credit,Innovation development,Quality Assessed,,,,,,,,,,,Rice Sustainability Hub: A knowledge hub for rice carbon credit
15297,13662.0,2024.0,VarScout empowers farmers and researchers in Latin America and Africa,Innovation use,Quality Assessed,,,,,,,,,,,VarScout empowers farmers and researchers in Latin America and Africa
15356,13721.0,2024.0,My Farm Trees: Digital platform with blockchain to incentivize farmer-,Innovation development,Quality Assessed,,,,,,,,,,,My Farm Trees: Digital platform with blockchain to incentivize farmer-
15357,13722.0,2024.0,"Online training course for researchers on Data Collection Tools, Data",Innovation development,Quality Assessed,,,,,,,,,,,"Online training course for researchers on Data Collection Tools, Data"
15361,13726.0,2024.0,Online training course on Developing Representative Sampling Frames for Multi-Location,Innovation development,Quality Assessed,,,,,,,,,,,Online training course on Developing Representative Sampling Frames for Multi-Location
15367,13732.0,2024.0,Improvement of genetic gains in the market segment for the,Innovation development,Quality Assessed,,,,,,,,,,,Improvement of genetic gains in the market segment for the
15374,13739.0,2024.0,Online course on Emerging Techniques and Innovations in Agricultural Development,Innovation development,Quality Assessed,,,,,,,,,,,Online course on Emerging Techniques and Innovations in Agricultural Development
15380,13745.0,2024.0,Online training course on mechanized and direct seeded Rice for,Innovation development,Quality Assessed,,,,,,,,,,,Online training course on mechanized and direct seeded Rice for
15383,13748.0,2024.0,Online training course on Promoting the Adoption of Conservation Agriculture,Innovation development,Quality Assessed,,,,,,,,,,,Online training course on Promoting the Adoption of Conservation Agriculture
15432,13797.0,2024.0,Research Enabling and Oversight Unit to guide genome editing research,Innovation development,Quality Assessed,,,,,,,,,,,Research Enabling and Oversight Unit to guide genome editing research
15453,13818.0,2024.0,Managed Aquifer Recharge for co-managing floods and drought Innovation was,Innovation use,Quality Assessed,,,,,,,,,,,Managed Aquifer Recharge for co-managing floods and drought Innovation was
1549,1531.0,2022.0,Socio-technical bundle for Sustainable Land Management/Climate Smart Agriculture for restoring,Innovation development,Quality Assessed,,,,,,,,,,,Socio-technical bundle for Sustainable Land Management/Climate Smart Agriculture for restoring
15492,13857.0,2024.0,Participatory development of forages for inclusive integration in crop-tree-livestock systems,Innovation development,Quality Assessed,,,,,,,,,,,Participatory development of forages for inclusive integration in crop-tree-livestock systems
15563,13928.0,2024.0,Accelerating Zambia’s bean seed systems,Innovation use,Quality Assessed,,,,,,,,,,,Accelerating Zambia’s bean seed systems
15572,13937.0,2024.0,Use of citizen science with youth engagement in the Andes,Innovation use,Quality Assessed,,,,,,,,,,,Use of citizen science with youth engagement in the Andes
15701,14066.0,2024.0,Design of activities and high-level outputs for the different CGIAR,Innovation use,Quality Assessed,,,,,,,,,,,Design of activities and high-level outputs for the different CGIAR
15705,14070.0,2024.0,Ministry of Agriculture and Rural Development in Vietnam pilots mechanized,Innovation use,Quality Assessed,,,,,,,,,,,Ministry of Agriculture and Rural Development in Vietnam pilots mechanized
15715,14080.0,2024.0,Expansion of the Cumbal model: Integrated agrobiodiversity conservation,Innovation development,Quality Assessed,,,,,,,,,,,Expansion of the Cumbal model: Integrated agrobiodiversity conservation
15731,14096.0,2024.0,Stage-gate process to improve efficacy of genome edited products,Innovation development,Quality Assessed,,,,,,,,,,,Stage-gate process to improve efficacy of genome edited products
15737,4878.0,2024.0,Innovation Package and Scaling Readiness assessment for decision support tool,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for decision support tool
15738,4693.0,2024.0,Innovation Package and Scaling Readiness assessment for a set of,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for a set of
15746,14109.0,2024.0,Reservoir Forecasting: Predictive tool that forecasts future reservoir levels based,Innovation development,Quality Assessed,,,,,,,,,,,Reservoir Forecasting: Predictive tool that forecasts future reservoir levels based
15754,14117.0,2024.0,Underground transfer of floods for irrigation: Strengthening Climate Resilience and,Innovation development,Quality Assessed,,,,,,,,,,,Underground transfer of floods for irrigation: Strengthening Climate Resilience and
15783,14146.0,2024.0,Construct design and assembly to target the eIF4E gene for,Innovation development,Quality Assessed,,,,,,,,,,,Construct design and assembly to target the eIF4E gene for
15785,14148.0,2024.0,Optimizing Protocol for Protoplast Isolation and Transfection for Potato Shangi,Innovation development,Quality Assessed,,,,,,,,,,,Optimizing Protocol for Protoplast Isolation and Transfection for Potato Shangi
15790,14153.0,2024.0,Forage observatory: open access platform with relevant indicators for tropical,Innovation development,Quality Assessed,,,,,,,,,,,Forage observatory: open access platform with relevant indicators for tropical
15818,11288.0,2024.0,Innovation Package and Scaling Readiness assessment for inclusive multi-stakeholder knowledge,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for inclusive multi-stakeholder knowledge
15887,14246.0,2024.0,"Improved Forage for Livestock Nutrition, Soil Fertility, and Sustainable Crop-Livestock",Innovation development,Quality Assessed,,,,,,,,,,,"Improved Forage for Livestock Nutrition, Soil Fertility, and Sustainable Crop-Livestock"
15894,14252.0,2024.0,Advancing Women and Youth Empowerment in Southern Bangladesh Through Homestead,Innovation development,Quality Assessed,,,,,,,,,,,Advancing Women and Youth Empowerment in Southern Bangladesh Through Homestead
15902,14260.0,2024.0,"e-Agrology Data Collection System for Central America (Guatemala, Honduras, and",Innovation use,Quality Assessed,,,,,,,,,,,"e-Agrology Data Collection System for Central America (Guatemala, Honduras, and"
15919,14277.0,2024.0,Dual-Purpose Maize Varieties for Grain and Livestock Feed in Vientiane,Innovation development,Quality Assessed,,,,,,,,,,,Dual-Purpose Maize Varieties for Grain and Livestock Feed in Vientiane
15955,14313.0,2024.0,A robust breeding system (BRIO) for common bean established within,Innovation use,Quality Assessed,,,,,,,,,,,A robust breeding system (BRIO) for common bean established within
15957,14315.0,2024.0,Dissemination of biofortified corn seed ICTA (Instituto de Ciencia y,Innovation use,Quality Assessed,,,,,,,,,,,Dissemination of biofortified corn seed ICTA (Instituto de Ciencia y
15992,14350.0,2024.0,Effective QTL for improving grain zinc in rice,Innovation development,Quality Assessed,,,,,,,,,,,Effective QTL for improving grain zinc in rice
